pathway,pval,padj,log2err,ES,NES,size,leadingEdge,term,comparison_family,group1,group2,tissue,day,celltype,gs_id,parentTerm,Mtb
GO:0044089,0.00719394022712407,0.5790797600832532,0.40701791892395395,-0.5448275862068965,-1.972672953628026,9,"Brk1,Map4k4,Fscn1,Icam1,Wasl,Swap70,Fchsd2,Lcp1,Hsp90aa1",positive regulation of cellular component biogenesis,mtb,pos,neg,mln,15,migDC1,GO:0044089,positive regulation of cellular component biogenesis,NA
GO:0032956,0.00335457783205203,0.5790797600832532,0.4317076958033464,-0.6824324324324325,-1.958044824668828,6,"Brk1,Fscn1,Icam1,Ptger4,Swap70,Fchsd2",regulation of actin cytoskeleton organization,mtb,pos,neg,mln,15,migDC1,GO:0032956,regulation of actin filament-based process,NA
GO:0032970,0.00335457783205203,0.5790797600832532,0.4317076958033464,-0.6824324324324325,-1.958044824668828,6,"Brk1,Fscn1,Icam1,Ptger4,Swap70,Fchsd2",regulation of actin filament-based process,mtb,pos,neg,mln,15,migDC1,GO:0032970,regulation of actin filament-based process,NA
GO:0042098,0.00112794227584552,0.5790797600832532,0.45505986738722953,0.6420007998861318,1.9569806836744752,13,"Il27,Tnfsf9,Cd70,Btla,Il12b,Ebi3,Cd80,Cd86",T cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0042098,T cell proliferation,NA
GO:0032943,0.00273458506051207,0.5790797600832532,0.4317076958033464,0.5866548232567588,1.897598425284181,16,"Il27,Tnfsf9,Cd70,Btla,Bcl2l1,Il12b,Ebi3,Cd80,Cd86",mononuclear cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0032943,T cell proliferation,NA
GO:0070661,0.00792328124376672,0.5790797600832532,0.3807304007227924,0.553764680984342,1.8084512700982125,17,"Il27,Tnfsf9,Cd70,Btla,Bcl2l1,Il12b,Ebi3,Cd80,Cd86",leukocyte proliferation,mtb,pos,neg,mln,15,migDC1,GO:0070661,T cell proliferation,NA
GO:0046651,0.00775923475327838,0.5790797600832532,0.40701791892395395,0.5597765229644258,1.7832858440382362,15,"Il27,Tnfsf9,Cd70,Btla,Il12b,Ebi3,Cd80,Cd86",lymphocyte proliferation,mtb,pos,neg,mln,15,migDC1,GO:0046651,T cell proliferation,NA
GO:0072091,0.00692399338512885,0.5790797600832532,0.40701791892395395,-0.8741721854304636,-1.761012263112821,3,"Rbpj,Pbx1,Zfp36l1",regulation of stem cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0072091,T cell proliferation,NA
GO:0046634,0.00657086603642758,0.5790797600832532,0.40701791892395395,0.6885208513382174,1.6762252717257309,6,"Il27,Btla,Il12b,Cd80",regulation of alpha-beta T cell activation,mtb,pos,neg,mln,15,migDC1,GO:0046634,regulation of alpha-beta T cell activation,NA
GO:0048661,0.00229200092998167,0.5790797600832532,0.4317076958033464,-0.9736842105263158,-1.6462531444763788,2,"Ccl5,Foxp1",positive regulation of smooth muscle cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0048661,T cell proliferation,NA
GO:0003159,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",morphogenesis of an endothelium,mtb,pos,neg,mln,15,migDC1,GO:0003159,cardiac muscle tissue development,NA
GO:0014855,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",striated muscle cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0014855,T cell proliferation,NA
GO:0035265,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",organ growth,mtb,pos,neg,mln,15,migDC1,GO:0035265,organ growth,NA
GO:0046620,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",regulation of organ growth,mtb,pos,neg,mln,15,migDC1,GO:0046620,organ growth,NA
GO:0048738,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",cardiac muscle tissue development,mtb,pos,neg,mln,15,migDC1,GO:0048738,cardiac muscle tissue development,NA
GO:0055017,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",cardiac muscle tissue growth,mtb,pos,neg,mln,15,migDC1,GO:0055017,organ growth,NA
GO:0055021,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",regulation of cardiac muscle tissue growth,mtb,pos,neg,mln,15,migDC1,GO:0055021,organ growth,NA
GO:0060038,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",cardiac muscle cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0060038,T cell proliferation,NA
GO:0060043,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",regulation of cardiac muscle cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0060043,T cell proliferation,NA
GO:0060419,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",heart growth,mtb,pos,neg,mln,15,migDC1,GO:0060419,organ growth,NA
GO:0060420,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",regulation of heart growth,mtb,pos,neg,mln,15,migDC1,GO:0060420,organ growth,NA
GO:0060479,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",lung cell differentiation,mtb,pos,neg,mln,15,migDC1,GO:0060479,lung cell differentiation,NA
GO:0060487,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",lung epithelial cell differentiation,mtb,pos,neg,mln,15,migDC1,GO:0060487,lung cell differentiation,NA
GO:0061154,0.00579247081783346,0.5790797600832532,0.40701791892395395,-0.9605263157894736,-1.624006480361833,2,"Foxp1,Rbpj",endothelial tube morphogenesis,mtb,pos,neg,mln,15,migDC1,GO:0061154,cardiac muscle tissue development,NA
GO:0032609,0.00648458778525812,0.5790797600832532,0.40701791892395395,0.7848103373507876,1.623670351808871,4,"Il27,Tnfsf9,Il12b",type II interferon production,mtb,pos,neg,mln,15,migDC1,GO:0032609,positive regulation of type II interferon production,NA
GO:0032649,0.00648458778525812,0.5790797600832532,0.40701791892395395,0.7848103373507876,1.623670351808871,4,"Il27,Tnfsf9,Il12b",regulation of type II interferon production,mtb,pos,neg,mln,15,migDC1,GO:0032649,positive regulation of type II interferon production,NA
GO:0032729,0.00648458778525812,0.5790797600832532,0.40701791892395395,0.7848103373507876,1.623670351808871,4,"Il27,Tnfsf9,Il12b",positive regulation of type II interferon production,mtb,pos,neg,mln,15,migDC1,GO:0032729,positive regulation of type II interferon production,NA
GO:0003002,0.00770805642057868,0.5790797600832532,0.40701791892395395,-0.9539473684210528,-1.6128831483045605,2,"Rbpj,Pbx1",regionalization,mtb,pos,neg,mln,15,migDC1,GO:0003002,anterior/posterior pattern specification,NA
GO:0009952,0.00770805642057868,0.5790797600832532,0.40701791892395395,-0.9539473684210528,-1.6128831483045605,2,"Rbpj,Pbx1",anterior/posterior pattern specification,mtb,pos,neg,mln,15,migDC1,GO:0009952,anterior/posterior pattern specification,NA
GO:0006002,0.00711943536291212,0.5790797600832532,0.40701791892395395,1,1.3183616742969269,1,Hk2,fructose 6-phosphate metabolic process,mtb,pos,neg,mln,15,migDC1,GO:0006002,carbohydrate phosphorylation,NA
GO:0046323,0.00711943536291212,0.5790797600832532,0.40701791892395395,1,1.3183616742969269,1,Hk2,D-glucose import,mtb,pos,neg,mln,15,migDC1,GO:0046323,transmembrane transport,NA
GO:0046324,0.00711943536291212,0.5790797600832532,0.40701791892395395,1,1.3183616742969269,1,Hk2,regulation of D-glucose import,mtb,pos,neg,mln,15,migDC1,GO:0046324,transmembrane transport,NA
GO:0046835,0.00711943536291212,0.5790797600832532,0.40701791892395395,1,1.3183616742969269,1,Hk2,carbohydrate phosphorylation,mtb,pos,neg,mln,15,migDC1,GO:0046835,carbohydrate phosphorylation,NA
GO:0051156,0.00711943536291212,0.5790797600832532,0.40701791892395395,1,1.3183616742969269,1,Hk2,glucose 6-phosphate metabolic process,mtb,pos,neg,mln,15,migDC1,GO:0051156,carbohydrate phosphorylation,NA
GO:0072656,0.00711943536291212,0.5790797600832532,0.40701791892395395,1,1.3183616742969269,1,Hk2,maintenance of protein location in mitochondrion,mtb,pos,neg,mln,15,migDC1,GO:0072656,maintenance of protein location in mitochondrion,NA
GO:0010829,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,negative regulation of D-glucose transmembrane transport,mtb,pos,neg,mln,15,migDC1,GO:0010829,transmembrane transport,NA
GO:0015909,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,long-chain fatty acid transport,mtb,pos,neg,mln,15,migDC1,GO:0015909,maintenance of protein location in mitochondrion,NA
GO:0031644,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,regulation of nervous system process,mtb,pos,neg,mln,15,migDC1,GO:0031644,regulation of ossification,NA
GO:0034763,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,negative regulation of transmembrane transport,mtb,pos,neg,mln,15,migDC1,GO:0034763,transmembrane transport,NA
GO:0035360,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,positive regulation of peroxisome proliferator activated receptor signaling pathway,mtb,pos,neg,mln,15,migDC1,GO:0035360,positive regulation of peroxisome proliferator activated receptor signaling pathway,NA
GO:0051930,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,regulation of sensory perception of pain,mtb,pos,neg,mln,15,migDC1,GO:0051930,regulation of ossification,NA
GO:0051931,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,regulation of sensory perception,mtb,pos,neg,mln,15,migDC1,GO:0051931,regulation of ossification,NA
GO:0098917,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,retrograde trans-synaptic signaling,mtb,pos,neg,mln,15,migDC1,GO:0098917,regulation of synaptic plasticity,NA
GO:0098920,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,retrograde trans-synaptic signaling by lipid,mtb,pos,neg,mln,15,migDC1,GO:0098920,regulation of synaptic plasticity,NA
GO:0098921,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,retrograde trans-synaptic signaling by endocannabinoid,mtb,pos,neg,mln,15,migDC1,GO:0098921,regulation of synaptic plasticity,NA
GO:0099178,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,regulation of retrograde trans-synaptic signaling by endocanabinoid,mtb,pos,neg,mln,15,migDC1,GO:0099178,regulation of synaptic plasticity,NA
GO:0099541,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,trans-synaptic signaling by lipid,mtb,pos,neg,mln,15,migDC1,GO:0099541,regulation of synaptic plasticity,NA
GO:0099542,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,trans-synaptic signaling by endocannabinoid,mtb,pos,neg,mln,15,migDC1,GO:0099542,regulation of synaptic plasticity,NA
GO:1990379,0.00793051027767426,0.5790797600832532,0.3807304007227924,-1,-1.3166139067787377,1,Fabp5,lipid transport across blood-brain barrier,mtb,pos,neg,mln,15,migDC1,GO:1990379,maintenance of protein location in mitochondrion,NA
GO:0044085,0.00814064998356146,0.5832084525959035,0.3807304007227924,-0.27235962999801205,-1.759960286634222,31,"Rab43,Ccl5,Brk1,Map4k4,Sub1,Arid1b,Fscn1,Dock10,Rpl35a,Gls,Icam1,Ptger4,Wnk1,Wasl,Swap70,Rapgef6,Rps28,Fchsd2,Lcp1,Actn1,Cd74,Hsp90aa1,Rapgef2,Csrp1,Cox17,Anxa2",cellular component biogenesis,mtb,pos,neg,mln,15,migDC1,GO:0044085,positive regulation of cellular component biogenesis,NA
GO:0015695,0.00992898221244083,0.6981545455673677,0.3807304007227924,0.9342105263157896,1.5420831960289632,2,"Cln3,Slc22a5",organic cation transport,mtb,pos,neg,mln,15,migDC1,GO:0015695,peptide hormone secretion,NA
GO:0033627,0.01232283765408897,0.7832007331611789,0.3807304007227924,-0.7114093959731543,-1.8786275045778489,5,"Ccl5,Dpp4,Icam1,Wnk1,Swap70",cell adhesion mediated by integrin,mtb,pos,neg,mln,15,migDC1,GO:0033627,cell adhesion mediated by integrin,NA
GO:0016241,0.01237609796936284,0.7832007331611789,0.3807304007227924,0.7527385023724235,1.55731790319274,4,"Hk2,Cln3",regulation of macroautophagy,mtb,pos,neg,mln,15,migDC1,GO:0016241,regulation of macroautophagy,NA
GO:0032945,0.01237609796936284,0.7832007331611789,0.3807304007227924,0.751373497238935,1.5544938853889052,4,"Btla,Cd80,Cd86",negative regulation of mononuclear cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0032945,T cell proliferation,NA
GO:0042130,0.01237609796936284,0.7832007331611789,0.3807304007227924,0.751373497238935,1.5544938853889052,4,"Btla,Cd80,Cd86",negative regulation of T cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0042130,T cell proliferation,NA
GO:0050672,0.01237609796936284,0.7832007331611789,0.3807304007227924,0.751373497238935,1.5544938853889052,4,"Btla,Cd80,Cd86",negative regulation of lymphocyte proliferation,mtb,pos,neg,mln,15,migDC1,GO:0050672,T cell proliferation,NA
GO:0070664,0.01237609796936284,0.7832007331611789,0.3807304007227924,0.751373497238935,1.5544938853889052,4,"Btla,Cd80,Cd86",negative regulation of leukocyte proliferation,mtb,pos,neg,mln,15,migDC1,GO:0070664,T cell proliferation,NA
GO:0050920,0.01347416503799584,0.8387115516273805,0.3807304007227924,-0.5581861656451076,-1.6966636470382743,7,"Ccl5,Dpp4,Tmsb4x,Wnk1,Wasl,Swap70",regulation of chemotaxis,mtb,pos,neg,mln,15,migDC1,GO:0050920,regulation of chemotaxis,NA
GO:0009743,0.01411726723676235,0.8508454555235976,0.3807304007227924,-0.7533333333333333,-1.759891127023561,4,"Map4k4,Zfp36l1,Tbc1d1,Icam1",response to carbohydrate,mtb,pos,neg,mln,15,migDC1,GO:0009743,response to carbohydrate,NA
GO:0071322,0.01411726723676235,0.8508454555235976,0.3807304007227924,-0.7533333333333333,-1.759891127023561,4,"Map4k4,Zfp36l1,Tbc1d1,Icam1",cellular response to carbohydrate stimulus,mtb,pos,neg,mln,15,migDC1,GO:0071322,response to carbohydrate,NA
GO:0030183,0.01547358039999869,0.8545717180683249,0.3807304007227924,-0.5062283401122383,-1.8329155501318504,9,"Foxp1,Rbpj,Dpp4,Zfp36l1,Dock10,Tnfaip3,Ezh2,Irf8",B cell differentiation,mtb,pos,neg,mln,15,migDC1,GO:0030183,B cell differentiation,NA
GO:0009914,0.0166839891596592,0.8545717180683249,0.35248785758361917,-0.74,-1.7287426115010205,4,"Ccl5,Map4k4,Tbc1d1,Ptger4",hormone transport,mtb,pos,neg,mln,15,migDC1,GO:0009914,regulation of hormone secretion,NA
GO:0030072,0.0166839891596592,0.8545717180683249,0.35248785758361917,-0.74,-1.7287426115010205,4,"Ccl5,Map4k4,Tbc1d1,Ptger4",peptide hormone secretion,mtb,pos,neg,mln,15,migDC1,GO:0030072,peptide hormone secretion,NA
GO:0046879,0.0166839891596592,0.8545717180683249,0.35248785758361917,-0.74,-1.7287426115010205,4,"Ccl5,Map4k4,Tbc1d1,Ptger4",hormone secretion,mtb,pos,neg,mln,15,migDC1,GO:0046879,regulation of hormone secretion,NA
GO:0046883,0.0166839891596592,0.8545717180683249,0.35248785758361917,-0.74,-1.7287426115010205,4,"Ccl5,Map4k4,Tbc1d1,Ptger4",regulation of hormone secretion,mtb,pos,neg,mln,15,migDC1,GO:0046883,regulation of hormone secretion,NA
GO:0090276,0.0166839891596592,0.8545717180683249,0.35248785758361917,-0.74,-1.7287426115010205,4,"Ccl5,Map4k4,Tbc1d1,Ptger4",regulation of peptide hormone secretion,mtb,pos,neg,mln,15,migDC1,GO:0090276,peptide hormone secretion,NA
GO:0022607,0.01626733805641922,0.8545717180683249,0.35248785758361917,-0.26213828739041944,-1.7012184201443257,30,"Rab43,Ccl5,Brk1,Map4k4,Sub1,Arid1b,Fscn1,Dock10,Gls,Icam1,Ptger4,Wnk1,Wasl,Swap70,Rapgef6,Rps28,Fchsd2,Lcp1,Actn1,Cd74,Hsp90aa1,Rapgef2,Csrp1,Cox17,Anxa2",cellular component assembly,mtb,pos,neg,mln,15,migDC1,GO:0022607,positive regulation of cellular component biogenesis,NA
GO:0002687,0.01482909555687732,0.8545717180683249,0.3807304007227924,-0.5578231292517006,-1.6955601609808342,7,"Ccl5,Dock8,Icam1,Ptger4,Wnk1,Swap70,Cd74",positive regulation of leukocyte migration,mtb,pos,neg,mln,15,migDC1,GO:0002687,positive regulation of leukocyte migration,NA
GO:0006259,0.01558827080417318,0.8545717180683249,0.3807304007227924,-0.40024643060857035,-1.6953557640885415,13,"Foxp1,Taok3,Apobec3,Sub1,Huwe1,Cst3,Swap70,Ezh2,Nabp1,Rad23b,Hsp90aa1,Zbtb38",DNA metabolic process,mtb,pos,neg,mln,15,migDC1,GO:0006259,negative regulation of transcription by RNA polymerase II,NA
GO:0030073,0.01779993895098147,0.8545717180683249,0.35248785758361917,-0.8211920529801324,-1.6542842471665893,3,"Ccl5,Map4k4,Tbc1d1",insulin secretion,mtb,pos,neg,mln,15,migDC1,GO:0030073,peptide hormone secretion,NA
GO:0050796,0.01779993895098147,0.8545717180683249,0.35248785758361917,-0.8211920529801324,-1.6542842471665893,3,"Ccl5,Map4k4,Tbc1d1",regulation of insulin secretion,mtb,pos,neg,mln,15,migDC1,GO:0050796,peptide hormone secretion,NA
GO:0044770,0.01868039309972899,0.8545717180683249,0.35248785758361917,-0.5743243243243243,-1.6478595059094094,6,"Pbx1,Taok3,Zfp36l1,Tmsb4x,Ezh2,Nabp1",cell cycle phase transition,mtb,pos,neg,mln,15,migDC1,GO:0044770,negative regulation of cell cycle,NA
GO:0045786,0.01868039309972899,0.8545717180683249,0.35248785758361917,-0.5743243243243243,-1.6478595059094094,6,"Taok3,Zfp36l1,Tmsb4x,Tnfaip3,Ezh2,Nabp1",negative regulation of cell cycle,mtb,pos,neg,mln,15,migDC1,GO:0045786,negative regulation of cell cycle,NA
GO:1901987,0.01868039309972899,0.8545717180683249,0.35248785758361917,-0.5743243243243243,-1.6478595059094094,6,"Pbx1,Taok3,Zfp36l1,Tmsb4x,Ezh2,Nabp1",regulation of cell cycle phase transition,mtb,pos,neg,mln,15,migDC1,GO:1901987,negative regulation of cell cycle,NA
GO:0043370,0.01855931407460002,0.8545717180683249,0.35248785758361917,0.9934640522875816,1.309744931327666,1,Il27,"regulation of CD4-positive, alpha-beta T cell differentiation",mtb,pos,neg,mln,15,migDC1,GO:0043370,regulation of alpha-beta T cell activation,NA
GO:0045063,0.01855931407460002,0.8545717180683249,0.35248785758361917,0.9934640522875816,1.309744931327666,1,Il27,T-helper 1 cell differentiation,mtb,pos,neg,mln,15,migDC1,GO:0045063,regulation of alpha-beta T cell activation,NA
GO:0045622,0.01855931407460002,0.8545717180683249,0.35248785758361917,0.9934640522875816,1.309744931327666,1,Il27,regulation of T-helper cell differentiation,mtb,pos,neg,mln,15,migDC1,GO:0045622,regulation of alpha-beta T cell activation,NA
GO:0045625,0.01855931407460002,0.8545717180683249,0.35248785758361917,0.9934640522875816,1.309744931327666,1,Il27,regulation of T-helper 1 cell differentiation,mtb,pos,neg,mln,15,migDC1,GO:0045625,regulation of alpha-beta T cell activation,NA
GO:0046637,0.01855931407460002,0.8545717180683249,0.35248785758361917,0.9934640522875816,1.309744931327666,1,Il27,regulation of alpha-beta T cell differentiation,mtb,pos,neg,mln,15,migDC1,GO:0046637,regulation of alpha-beta T cell activation,NA
GO:0140459,0.01855931407460002,0.8545717180683249,0.35248785758361917,0.9934640522875816,1.309744931327666,1,Il27,response to Gram-positive bacterium,mtb,pos,neg,mln,15,migDC1,GO:0140459,regulation of chemotaxis,NA
GO:0042129,0.01893641126189744,0.855970875731245,0.35248785758361917,0.603690479658201,1.6952402020788284,10,"Il27,Tnfsf9,Btla,Il12b,Cd80,Cd86",regulation of T cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0042129,T cell proliferation,NA
GO:0008154,0.02021558580813703,0.8663654808792658,0.35248785758361917,-0.6778523489932886,-1.7900129996449314,5,"Brk1,Icam1,Wasl,Swap70,Fchsd2",actin polymerization or depolymerization,mtb,pos,neg,mln,15,migDC1,GO:0008154,actin filament organization,NA
GO:0110053,0.02021558580813703,0.8663654808792658,0.35248785758361917,-0.6778523489932886,-1.7900129996449314,5,"Brk1,Icam1,Ptger4,Swap70,Fchsd2",regulation of actin filament organization,mtb,pos,neg,mln,15,migDC1,GO:0110053,actin filament organization,NA
GO:1902903,0.02021558580813703,0.8663654808792658,0.35248785758361917,-0.6778523489932886,-1.7900129996449314,5,"Brk1,Icam1,Ptger4,Swap70,Fchsd2",regulation of supramolecular fiber organization,mtb,pos,neg,mln,15,migDC1,GO:1902903,actin filament organization,NA
GO:0010638,0.02201413823297266,0.8663654808792658,0.35248785758361917,-0.5065220833395566,-1.6664150867183871,8,"Ddhd1,Brk1,Fscn1,Icam1,Swap70,Fchsd2,Lcp1",positive regulation of organelle organization,mtb,pos,neg,mln,15,migDC1,GO:0010638,positive regulation of cellular component biogenesis,NA
GO:0050679,0.03524934471722595,0.8663654808792658,0.3217759180753611,-0.6271406821633339,-1.6560980799812388,5,"Ccl5,Foxp1,Rbpj",positive regulation of epithelial cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0050679,T cell proliferation,NA
GO:0065003,0.02519045489600097,0.8663654808792658,0.35248785758361917,-0.3739604773740174,-1.650968524753433,14,"Brk1,Sub1,Fscn1,Gls,Icam1,Ptger4,Wasl,Rps28,Fchsd2,Lcp1,Cd74,Hsp90aa1,Cox17",protein-containing complex assembly,mtb,pos,neg,mln,15,migDC1,GO:0065003,positive regulation of cellular component biogenesis,NA
GO:0033628,0.02931192175640121,0.8663654808792658,0.35248785758361917,-0.7066666666666666,-1.650871322694668,4,"Ccl5,Dpp4,Wnk1,Swap70",regulation of cell adhesion mediated by integrin,mtb,pos,neg,mln,15,migDC1,GO:0033628,cell adhesion mediated by integrin,NA
GO:0033631,0.02931192175640121,0.8663654808792658,0.35248785758361917,-0.7066666666666666,-1.650871322694668,4,"Ccl5,Dpp4,Wnk1,Swap70",cell-cell adhesion mediated by integrin,mtb,pos,neg,mln,15,migDC1,GO:0033631,cell adhesion mediated by integrin,NA
GO:0033632,0.02931192175640121,0.8663654808792658,0.35248785758361917,-0.7066666666666666,-1.650871322694668,4,"Ccl5,Dpp4,Wnk1,Swap70",regulation of cell-cell adhesion mediated by integrin,mtb,pos,neg,mln,15,migDC1,GO:0033632,cell adhesion mediated by integrin,NA
GO:0032944,0.02606005238486521,0.8663654808792658,0.35248785758361917,0.5412988295909442,1.650015628941527,13,"Il27,Tnfsf9,Btla,Bcl2l1,Il12b,Cd80,Cd86",regulation of mononuclear cell proliferation,mtb,pos,neg,mln,15,migDC1,GO:0032944,T cell proliferation,NA
GO:0043254,0.02042460366472887,0.8663654808792658,0.35248785758361917,-0.5374149659863946,-1.6335274721644624,7,"Brk1,Fscn1,Icam1,Ptger4,Fchsd2,Lcp1,Hsp90aa1",regulation of protein-containing complex assembly,mtb,pos,neg,mln,15,migDC1,GO:0043254,positive regulation of cellular component biogenesis,NA
GO:0001659,0.03634664743475591,0.8663654808792658,0.3217759180753611,-0.6831747817025517,-1.5959910219352822,4,"Fabp5,Ccl5,Rbpj",temperature homeostasis,mtb,pos,neg,mln,15,migDC1,GO:0001659,temperature homeostasis,NA
GO:0050921,0.0260953874122141,0.8663654808792658,0.35248785758361917,-0.5540540540540541,-1.5896997586420183,6,"Ccl5,Tmsb4x,Wnk1,Wasl,Swap70,Cd74",positive regulation of chemotaxis,mtb,pos,neg,mln,15,migDC1,GO:0050921,regulation of chemotaxis,NA
GO:0000302,0.03681562996877413,0.8663654808792658,0.3217759180753611,-0.68,-1.5885742916495864,4,"Foxp1,Tnfaip3,Txn1,Ezh2",response to reactive oxygen species,mtb,pos,neg,mln,15,migDC1,GO:0000302,response to reactive oxygen species,NA
GO:0034614,0.03681562996877413,0.8663654808792658,0.3217759180753611,-0.68,-1.5885742916495864,4,"Foxp1,Tnfaip3,Txn1,Ezh2",cellular response to reactive oxygen species,mtb,pos,neg,mln,15,migDC1,GO:0034614,response to reactive oxygen species,NA
GO:0141193,0.03681562996877413,0.8663654808792658,0.3217759180753611,-0.68,-1.5885742916495864,4,"Fabp5,Foxp1,Huwe1,Ezh2",nuclear receptor-mediated signaling pathway,mtb,pos,neg,mln,15,migDC1,GO:0141193,NA,NA
GO:0008064,0.04385037622266146,0.8663654808792658,0.3217759180753611,-0.6733333333333333,-1.573000033888316,4,"Brk1,Icam1,Swap70,Fchsd2",regulation of actin polymerization or depolymerization,mtb,pos,neg,mln,15,migDC1,GO:0008064,regulation of actin filament-based process,NA
GO:0030832,0.04385037622266146,0.8663654808792658,0.3217759180753611,-0.6733333333333333,-1.573000033888316,4,"Brk1,Icam1,Swap70,Fchsd2",regulation of actin filament length,mtb,pos,neg,mln,15,migDC1,GO:0030832,regulation of actin filament-based process,NA
GO:0051495,0.04385037622266146,0.8663654808792658,0.3217759180753611,-0.6733333333333333,-1.573000033888316,4,"Brk1,Icam1,Swap70,Fchsd2",positive regulation of cytoskeleton organization,mtb,pos,neg,mln,15,migDC1,GO:0051495,positive regulation of cellular component biogenesis,NA
GO:1902905,0.04385037622266146,0.8663654808792658,0.3217759180753611,-0.6733333333333333,-1.573000033888316,4,"Brk1,Icam1,Swap70,Fchsd2",positive regulation of supramolecular fiber organization,mtb,pos,neg,mln,15,migDC1,GO:1902905,actin filament organization,NA
GO:0070663,0.03818615751789976,0.8663654808792658,0.2529611230696109,0.5038055762868856,1.5632117616191703,14,"Il27,Tnfsf9,Btla,Bcl2l1,Il12b,Cd80,Cd86",regulation of leukocyte proliferation,mtb,pos,neg,mln,15,migDC1,GO:0070663,T cell proliferation,NA
GO:0007389,0.03577567513566761,0.8663654808792658,0.3217759180753611,-0.7748344370860927,-1.5608972332136368,3,"Rbpj,Pbx1,Zeb1",pattern specification process,mtb,pos,neg,mln,15,migDC1,GO:0007389,anterior/posterior pattern specification,NA
GO:0060562,0.057867531866004,0.8663654808792658,0.3217759180753611,-0.5894694473649142,-1.556619188889404,5,"Foxp1,Rbpj,Pbx1",epithelial tube morphogenesis,mtb,pos,neg,mln,15,migDC1,GO:0060562,cardiac muscle tissue development,NA
GO:0007166,0.03361344537815126,0.8663654808792658,0.2529611230696109,0.4069865164472445,1.532427538826978,38,"Cln3,Cd70,Btla,Ccl22,Bcl2l1,Il12b,Ebi3,Sema7a,Cd80,Cd86,Yes1,Ece1,Plscr1,Cd40,Tnip3,Jag1,Bcl9,Sema4c,Aph1c,Pmepa1",cell surface receptor signaling pathway,mtb,pos,neg,mln,15,migDC1,GO:0007166,cell surface receptor signaling pathway,NA
